v_ref (V),irrad (G),temp (C),current (A)
0.4,500.0,50.0,2.14
0.4,500.0,55.0,2.03
0.4,500.0,60.0,1.91
0.4,500.0,65.0,1.8
0.4,500.0,70.0,1.69
0.4,500.0,75.0,1.58
0.4,500.0,80.0,1.47
0.4,550.0,0.001,3.29
0.4,550.0,5.0,3.17
0.4,550.0,10.0,3.06
0.4,550.0,15.0,2.95
0.4,550.0,20.0,2.84
0.4,550.0,25.0,2.73
0.4,550.0,30.0,2.61
0.4,550.0,35.0,2.5
0.4,550.0,40.0,2.39
0.4,550.0,45.0,2.28
0.4,550.0,50.0,2.17
0.4,550.0,55.0,2.05
0.4,550.0,60.0,1.94
0.4,550.0,65.0,1.83
0.4,550.0,70.0,1.72
0.4,550.0,75.0,1.61
0.4,550.0,80.0,1.5
0.4,600.0,0.001,3.31
0.4,600.0,5.0,3.2
0.4,600.0,10.0,3.08
0.4,600.0,15.0,2.97
0.4,600.0,20.0,2.86
0.4,600.0,25.0,2.75
0.4,600.0,30.0,2.64
0.4,600.0,35.0,2.53
0.4,600.0,40.0,2.41
0.4,600.0,45.0,2.3
0.4,600.0,50.0,2.19
0.4,600.0,55.0,2.08
0.4,600.0,60.0,1.97
0.4,600.0,65.0,1.86
0.4,600.0,70.0,1.75
0.4,600.0,75.0,1.63
0.4,600.0,80.0,1.52
0.4,650.0,0.001,3.33
0.4,650.0,5.0,3.22
0.4,650.0,10.0,3.11
0.4,650.0,15.0,2.99
0.4,650.0,20.0,2.88
0.4,650.0,25.0,2.77
0.4,650.0,30.0,2.66
0.4,650.0,35.0,2.55
0.4,650.0,40.0,2.44
0.4,650.0,45.0,2.33
0.4,650.0,50.0,2.22
0.4,650.0,55.0,2.1
0.4,650.0,60.0,1.99
0.4,650.0,65.0,1.88
0.4,650.0,70.0,1.77
0.4,650.0,75.0,1.66
0.4,650.0,80.0,1.55
0.4,700.0,0.001,3.35
0.4,700.0,5.0,3.24
0.4,700.0,10.0,3.13
0.4,700.0,15.0,3.01
0.4,700.0,20.0,2.9
0.4,700.0,25.0,2.79
0.4,700.0,30.0,2.68
0.4,700.0,35.0,2.57
0.4,700.0,40.0,2.46
0.4,700.0,45.0,2.35
0.4,700.0,50.0,2.24
0.4,700.0,55.0,2.13
0.4,700.0,60.0,2.01
0.4,700.0,65.0,1.9
0.4,700.0,70.0,1.79
0.4,700.0,75.0,1.68
0.4,700.0,80.0,1.57
0.4,750.0,0.001,3.36
0.4,750.0,5.0,3.25
0.4,750.0,10.0,3.14
0.4,750.0,15.0,3.03
0.4,750.0,20.0,2.92
0.4,750.0,25.0,2.81
0.4,750.0,30.0,2.7
0.4,750.0,35.0,2.59
0.4,750.0,40.0,2.48
0.4,750.0,45.0,2.37
0.4,750.0,50.0,2.26
0.4,750.0,55.0,2.15
0.4,750.0,60.0,2.04
0.4,750.0,65.0,1.92
0.4,750.0,70.0,1.81
0.4,750.0,75.0,1.7
0.4,750.0,80.0,1.59
0.4,800.0,0.001,3.38
0.4,800.0,5.0,3.27
0.4,800.0,10.0,3.16
0.4,800.0,15.0,3.05
0.4,800.0,20.0,2.94
0.4,800.0,25.0,2.83
0.4,800.0,30.0,2.72
0.4,800.0,35.0,2.61
0.4,800.0,40.0,2.5
0.4,800.0,45.0,2.39
0.4,800.0,50.0,2.28
0.4,800.0,55.0,2.17
0.4,800.0,60.0,2.05
0.4,800.0,65.0,1.94
0.4,800.0,70.0,1.83
0.4,800.0,75.0,1.72
0.4,800.0,80.0,1.61
0.4,850.0,0.001,3.4
0.4,850.0,5.0,3.29
0.4,850.0,10.0,3.18
0.4,850.0,15.0,3.07
0.4,850.0,20.0,2.95
0.4,850.0,25.0,2.84
0.4,850.0,30.0,2.73
0.4,850.0,35.0,2.62
0.4,850.0,40.0,2.51
0.4,850.0,45.0,2.4
0.4,850.0,50.0,2.29
0.4,850.0,55.0,2.18
0.4,850.0,60.0,2.07
0.4,850.0,65.0,1.96
0.4,850.0,70.0,1.85
0.4,850.0,75.0,1.74
0.4,850.0,80.0,1.63
0.4,900.0,0.001,3.41
0.4,900.0,5.0,3.3
0.4,900.0,10.0,3.19
0.4,900.0,15.0,3.08
0.4,900.0,20.0,2.97
0.4,900.0,25.0,2.86
0.4,900.0,30.0,2.75
0.4,900.0,35.0,2.64
0.4,900.0,40.0,2.53
0.4,900.0,45.0,2.42
0.4,900.0,50.0,2.31
0.4,900.0,55.0,2.2
0.4,900.0,60.0,2.09
0.4,900.0,65.0,1.98
0.4,900.0,70.0,1.87
0.4,900.0,75.0,1.76
0.4,900.0,80.0,1.65
0.4,950.0,0.001,3.42
0.4,950.0,5.0,3.31
0.4,950.0,10.0,3.2
0.4,950.0,15.0,3.09
0.4,950.0,20.0,2.98
0.4,950.0,25.0,2.87
0.4,950.0,30.0,2.76
0.4,950.0,35.0,2.65
0.4,950.0,40.0,2.54
0.4,950.0,45.0,2.43
0.4,950.0,50.0,2.33
0.4,950.0,55.0,2.22
0.4,950.0,60.0,2.11
0.4,950.0,65.0,2.0
0.4,950.0,70.0,1.89
0.4,950.0,75.0,1.78
0.4,950.0,80.0,1.67
0.4,1000.0,0.001,3.44
0.4,1000.0,5.0,3.33
0.4,1000.0,10.0,3.22
0.4,1000.0,15.0,3.11
0.4,1000.0,20.0,3.0
0.4,1000.0,25.0,2.89
0.4,1000.0,30.0,2.78
0.4,1000.0,35.0,2.67
0.4,1000.0,40.0,2.56
0.4,1000.0,45.0,2.45
0.4,1000.0,50.0,2.34
0.4,1000.0,55.0,2.23
0.4,1000.0,60.0,2.12
0.4,1000.0,65.0,2.01
0.4,1000.0,70.0,1.9
0.4,1000.0,75.0,1.79
0.4,1000.0,80.0,1.68
0.5,0.001,0.001,0.15
0.5,0.001,5.0,0.14
0.5,0.001,10.0,0.14
0.5,0.001,15.0,0.13
0.5,0.001,20.0,0.11
0.5,0.001,25.0,0.09
0.5,0.001,30.0,0.06
0.5,0.001,35.0,0.03
0.5,0.001,40.0,0.01
0.5,0.001,45.0,0.01
0.5,0.001,50.0,0.01
0.5,0.001,55.0,0.01
0.5,0.001,60.0,0.01
0.5,0.001,65.0,0.01
0.5,0.001,70.0,0.01
0.5,0.001,75.0,0.01
0.5,0.001,80.0,0.01
0.5,50.0,0.001,1.59
0.5,50.0,5.0,1.48
0.5,50.0,10.0,1.37
0.5,50.0,15.0,1.26
0.5,50.0,20.0,1.15
0.5,50.0,25.0,1.04
0.5,50.0,30.0,0.93
0.5,50.0,35.0,0.82
0.5,50.0,40.0,0.71
0.5,50.0,45.0,0.6
0.5,50.0,50.0,0.48
0.5,50.0,55.0,0.37
0.5,50.0,60.0,0.26
0.5,50.0,65.0,0.15
0.5,50.0,70.0,0.03
0.5,50.0,75.0,0.01
0.5,50.0,80.0,0.01
0.5,100.0,0.001,1.83
0.5,100.0,5.0,1.72
0.5,100.0,10.0,1.6
0.5,100.0,15.0,1.49
0.5,100.0,20.0,1.37
0.5,100.0,25.0,1.26
0.5,100.0,30.0,1.14
0.5,100.0,35.0,1.03
0.5,100.0,40.0,0.91
0.5,100.0,45.0,0.8
0.5,100.0,50.0,0.68
0.5,100.0,55.0,0.57
0.5,100.0,60.0,0.45
0.5,100.0,65.0,0.34
0.5,100.0,70.0,0.23
0.5,100.0,75.0,0.11
0.5,100.0,80.0,0.01
0.5,150.0,0.001,1.95
0.5,150.0,5.0,1.84
0.5,150.0,10.0,1.72
0.5,150.0,15.0,1.61
0.5,150.0,20.0,1.49
0.5,150.0,25.0,1.38
0.5,150.0,30.0,1.26
0.5,150.0,35.0,1.15
0.5,150.0,40.0,1.03
0.5,150.0,45.0,0.92
0.5,150.0,50.0,0.8
0.5,150.0,55.0,0.69
0.5,150.0,60.0,0.57
0.5,150.0,65.0,0.46
0.5,150.0,70.0,0.34
0.5,150.0,75.0,0.23
0.5,150.0,80.0,0.11
0.5,200.0,0.001,2.03
0.5,200.0,5.0,1.92
0.5,200.0,10.0,1.8
0.5,200.0,15.0,1.69
0.5,200.0,20.0,1.57
0.5,200.0,25.0,1.46
0.5,200.0,30.0,1.34
0.5,200.0,35.0,1.23
0.5,200.0,40.0,1.11
0.5,200.0,45.0,1.0
0.5,200.0,50.0,0.88
0.5,200.0,55.0,0.77
0.5,200.0,60.0,0.66
0.5,200.0,65.0,0.54
0.5,200.0,70.0,0.43
0.5,200.0,75.0,0.31
0.5,200.0,80.0,0.2
0.5,250.0,0.001,2.09
0.5,250.0,5.0,1.98
0.5,250.0,10.0,1.86
0.5,250.0,15.0,1.75
0.5,250.0,20.0,1.63
0.5,250.0,25.0,1.52
0.5,250.0,30.0,1.41
0.5,250.0,35.0,1.29
0.5,250.0,40.0,1.18
0.5,250.0,45.0,1.06
0.5,250.0,50.0,0.95
0.5,250.0,55.0,0.84
0.5,250.0,60.0,0.72
0.5,250.0,65.0,0.61
0.5,250.0,70.0,0.49
0.5,250.0,75.0,0.38
0.5,250.0,80.0,0.27
0.5,300.0,0.001,2.14
0.5,300.0,5.0,2.03
0.5,300.0,10.0,1.91
0.5,300.0,15.0,1.8
0.5,300.0,20.0,1.68
0.5,300.0,25.0,1.57
0.5,300.0,30.0,1.46
0.5,300.0,35.0,1.34
0.5,300.0,40.0,1.23
0.5,300.0,45.0,1.12
0.5,300.0,50.0,1.0
0.5,300.0,55.0,0.89
0.5,300.0,60.0,0.77
0.5,300.0,65.0,0.66
0.5,300.0,70.0,0.55
0.5,300.0,75.0,0.43
0.5,300.0,80.0,0.32
0.5,350.0,0.001,2.18
0.5,350.0,5.0,2.07
0.5,350.0,10.0,1.95
0.5,350.0,15.0,1.84
0.5,350.0,20.0,1.73
0.5,350.0,25.0,1.61
0.5,350.0,30.0,1.5
0.5,350.0,35.0,1.39
0.5,350.0,40.0,1.27
0.5,350.0,45.0,1.16
0.5,350.0,50.0,1.05
0.5,350.0,55.0,0.93
0.5,350.0,60.0,0.82
0.5,350.0,65.0,0.71
0.5,350.0,70.0,0.59
0.5,350.0,75.0,0.48
0.5,350.0,80.0,0.37
0.5,400.0,0.001,2.21
0.5,400.0,5.0,2.1
0.5,400.0,10.0,1.99
0.5,400.0,15.0,1.87
0.5,400.0,20.0,1.76
0.5,400.0,25.0,1.65
0.5,400.0,30.0,1.54
0.5,400.0,35.0,1.42
0.5,400.0,40.0,1.31
0.5,400.0,45.0,1.2
0.5,400.0,50.0,1.08
0.5,400.0,55.0,0.97
0.5,400.0,60.0,0.86
0.5,400.0,65.0,0.75
0.5,400.0,70.0,0.63
0.5,400.0,75.0,0.52
0.5,400.0,80.0,0.41
0.5,450.0,0.001,2.24
0.5,450.0,5.0,2.13
0.5,450.0,10.0,2.02
0.5,450.0,15.0,1.91
0.5,450.0,20.0,1.79
0.5,450.0,25.0,1.68
0.5,450.0,30.0,1.57
0.5,450.0,35.0,1.46
0.5,450.0,40.0,1.34
0.5,450.0,45.0,1.23
0.5,450.0,50.0,1.12
0.5,450.0,55.0,1.01
0.5,450.0,60.0,0.89
0.5,450.0,65.0,0.78
0.5,450.0,70.0,0.67
0.5,450.0,75.0,0.56
0.5,450.0,80.0,0.44
0.5,500.0,0.001,2.27
0.5,500.0,5.0,2.16
0.5,500.0,10.0,2.05
0.5,500.0,15.0,1.93
0.5,500.0,20.0,1.82
0.5,500.0,25.0,1.71
0.5,500.0,30.0,1.6
0.5,500.0,35.0,1.48
0.5,500.0,40.0,1.37
0.5,500.0,45.0,1.26
0.5,500.0,50.0,1.15
0.5,500.0,55.0,1.04
0.5,500.0,60.0,0.92
0.5,500.0,65.0,0.81
0.5,500.0,70.0,0.7
0.5,500.0,75.0,0.59
0.5,500.0,80.0,0.48
0.5,550.0,0.001,2.29
0.5,550.0,5.0,2.18
0.5,550.0,10.0,2.07
0.5,550.0,15.0,1.96
0.5,550.0,20.0,1.85
0.5,550.0,25.0,1.73
0.5,550.0,30.0,1.62
0.5,550.0,35.0,1.51
0.5,550.0,40.0,1.4
0.5,550.0,45.0,1.29
0.5,550.0,50.0,1.17
0.5,550.0,55.0,1.06
0.5,550.0,60.0,0.95
0.5,550.0,65.0,0.84
0.5,550.0,70.0,0.73
0.5,550.0,75.0,0.62
0.5,550.0,80.0,0.5
0.5,600.0,0.001,2.32
0.5,600.0,5.0,2.2
0.5,600.0,10.0,2.09
0.5,600.0,15.0,1.98
0.5,600.0,20.0,1.87
0.5,600.0,25.0,1.76
0.5,600.0,30.0,1.65
0.5,600.0,35.0,1.53
0.5,600.0,40.0,1.42
0.5,600.0,45.0,1.31
0.5,600.0,50.0,1.2
0.5,600.0,55.0,1.09
0.5,600.0,60.0,0.98
0.5,600.0,65.0,0.87
0.5,600.0,70.0,0.75
0.5,600.0,75.0,0.64
0.5,600.0,80.0,0.53
0.5,650.0,0.001,2.34
0.5,650.0,5.0,2.22
0.5,650.0,10.0,2.11
0.5,650.0,15.0,2.0
0.5,650.0,20.0,1.89
0.5,650.0,25.0,1.78
0.5,650.0,30.0,1.67
0.5,650.0,35.0,1.56
0.5,650.0,40.0,1.44
0.5,650.0,45.0,1.33
0.5,650.0,50.0,1.22
0.5,650.0,55.0,1.11
0.5,650.0,60.0,1.0
0.5,650.0,65.0,0.89
0.5,650.0,70.0,0.78
0.5,650.0,75.0,0.67
0.5,650.0,80.0,0.56
0.5,700.0,0.001,2.35
0.5,700.0,5.0,2.24
0.5,700.0,10.0,2.13
0.5,700.0,15.0,2.02
0.5,700.0,20.0,1.91
0.5,700.0,25.0,1.8
0.5,700.0,30.0,1.69
0.5,700.0,35.0,1.58
0.5,700.0,40.0,1.47
0.5,700.0,45.0,1.35
0.5,700.0,50.0,1.24
0.5,700.0,55.0,1.13
0.5,700.0,60.0,1.02
0.5,700.0,65.0,0.91
0.5,700.0,70.0,0.8
0.5,700.0,75.0,0.69
0.5,700.0,80.0,0.58
0.5,750.0,0.001,2.37
0.5,750.0,5.0,2.26
0.5,750.0,10.0,2.15
0.5,750.0,15.0,2.04
0.5,750.0,20.0,1.93
0.5,750.0,25.0,1.82
0.5,750.0,30.0,1.71
0.5,750.0,35.0,1.6
0.5,750.0,40.0,1.48
0.5,750.0,45.0,1.37
0.5,750.0,50.0,1.26
0.5,750.0,55.0,1.15
0.5,750.0,60.0,1.04
0.5,750.0,65.0,0.93
0.5,750.0,70.0,0.82
0.5,750.0,75.0,0.71
0.5,750.0,80.0,0.6
0.5,800.0,0.001,2.39
0.5,800.0,5.0,2.28
0.5,800.0,10.0,2.17
0.5,800.0,15.0,2.05
0.5,800.0,20.0,1.94
0.5,800.0,25.0,1.83
0.5,800.0,30.0,1.72
0.5,800.0,35.0,1.61
0.5,800.0,40.0,1.5
0.5,800.0,45.0,1.39
0.5,800.0,50.0,1.28
0.5,800.0,55.0,1.17
0.5,800.0,60.0,1.06
0.5,800.0,65.0,0.95
0.5,800.0,70.0,0.84
0.5,800.0,75.0,0.73
0.5,800.0,80.0,0.62
0.5,850.0,0.001,2.4
0.5,850.0,5.0,2.29
0.5,850.0,10.0,2.18
0.5,850.0,15.0,2.07
0.5,850.0,20.0,1.96
0.5,850.0,25.0,1.85
0.5,850.0,30.0,1.74
0.5,850.0,35.0,1.63
0.5,850.0,40.0,1.52
0.5,850.0,45.0,1.41
0.5,850.0,50.0,1.3
0.5,850.0,55.0,1.19
0.5,850.0,60.0,1.08
0.5,850.0,65.0,0.97
0.5,850.0,70.0,0.86
0.5,850.0,75.0,0.75
0.5,850.0,80.0,0.64
0.5,900.0,0.001,2.42
0.5,900.0,5.0,2.31
0.5,900.0,10.0,2.19
0.5,900.0,15.0,2.08
0.5,900.0,20.0,1.97
0.5,900.0,25.0,1.86
0.5,900.0,30.0,1.75
0.5,900.0,35.0,1.64
0.5,900.0,40.0,1.53
0.5,900.0,45.0,1.42
0.5,900.0,50.0,1.31
0.5,900.0,55.0,1.2
0.5,900.0,60.0,1.09
0.5,900.0,65.0,0.98
0.5,900.0,70.0,0.87
0.5,900.0,75.0,0.77
0.5,900.0,80.0,0.66
0.5,950.0,0.001,2.43
0.5,950.0,5.0,2.32
0.5,950.0,10.0,2.21
0.5,950.0,15.0,2.1
0.5,950.0,20.0,1.99
0.5,950.0,25.0,1.88
0.5,950.0,30.0,1.77
0.5,950.0,35.0,1.66
0.5,950.0,40.0,1.55
0.5,950.0,45.0,1.44
0.5,950.0,50.0,1.33
0.5,950.0,55.0,1.22
0.5,950.0,60.0,1.11
0.5,950.0,65.0,1.0
0.5,950.0,70.0,0.89
0.5,950.0,75.0,0.78
0.5,950.0,80.0,0.67
0.5,1000.0,0.001,2.44
0.5,1000.0,5.0,2.33
0.5,1000.0,10.0,2.22
0.5,1000.0,15.0,2.11
0.5,1000.0,20.0,2.0
0.5,1000.0,25.0,1.89
0.5,1000.0,30.0,1.78
0.5,1000.0,35.0,1.67
0.5,1000.0,40.0,1.56
0.5,1000.0,45.0,1.45
0.5,1000.0,50.0,1.34
0.5,1000.0,55.0,1.24
0.5,1000.0,60.0,1.13
0.5,1000.0,65.0,1.02
0.5,1000.0,70.0,0.91
0.5,1000.0,75.0,0.8
0.5,1000.0,80.0,0.69
0.6,0.001,0.001,0.03
0.6,0.001,5.0,0.01
0.6,0.001,10.0,0.01
0.6,0.001,15.0,0.01
0.6,0.001,20.0,0.01
0.6,0.001,25.0,0.01
0.6,0.001,30.0,0.01
0.6,0.001,35.0,0.01
0.6,0.001,40.0,0.01
0.6,0.001,45.0,0.01
0.6,0.001,50.0,0.01
0.6,0.001,55.0,0.01
0.6,0.001,60.0,0.01
0.6,0.001,65.0,0.01
0.6,0.001,70.0,0.01
0.6,0.001,75.0,0.01
0.6,0.001,80.0,0.01
0.6,50.0,0.001,0.7
0.6,50.0,5.0,0.59
0.6,50.0,10.0,0.47
0.6,50.0,15.0,0.36
0.6,50.0,20.0,0.25
0.6,50.0,25.0,0.13
0.6,50.0,30.0,0.02
0.6,50.0,35.0,0.01
0.6,50.0,40.0,0.01
0.6,50.0,45.0,0.01
0.6,50.0,50.0,0.01
0.6,50.0,55.0,0.01
0.6,50.0,60.0,0.01
0.6,50.0,65.0,0.01
0.6,50.0,70.0,0.01
0.6,50.0,75.0,0.01
0.6,50.0,80.0,0.01
0.6,100.0,0.001,0.88
0.6,100.0,5.0,0.76
0.6,100.0,10.0,0.65
0.6,100.0,15.0,0.53
0.6,100.0,20.0,0.42
0.6,100.0,25.0,0.3
0.6,100.0,30.0,0.19
0.6,100.0,35.0,0.07
0.6,100.0,40.0,0.01
0.6,100.0,45.0,0.01
0.6,100.0,50.0,0.01
0.6,100.0,55.0,0.01
0.6,100.0,60.0,0.01
0.6,100.0,65.0,0.01
0.6,100.0,70.0,0.01
0.6,100.0,75.0,0.01
0.6,100.0,80.0,0.01
0.6,150.0,0.001,0.98
0.6,150.0,5.0,0.87
0.6,150.0,10.0,0.75
0.6,150.0,15.0,0.64
0.6,150.0,20.0,0.52
0.6,150.0,25.0,0.41
0.6,150.0,30.0,0.29
0.6,150.0,35.0,0.18
0.6,150.0,40.0,0.06
0.6,150.0,45.0,0.01
0.6,150.0,50.0,0.01
0.6,150.0,55.0,0.01
0.6,150.0,60.0,0.01
0.6,150.0,65.0,0.01
0.6,150.0,70.0,0.01
0.6,150.0,75.0,0.01
0.6,150.0,80.0,0.01
0.6,200.0,0.001,1.05
0.6,200.0,5.0,0.94
0.6,200.0,10.0,0.82
0.6,200.0,15.0,0.71
0.6,200.0,20.0,0.59
0.6,200.0,25.0,0.48
0.6,200.0,30.0,0.37
0.6,200.0,35.0,0.25
0.6,200.0,40.0,0.14
0.6,200.0,45.0,0.02
0.6,200.0,50.0,0.01
0.6,200.0,55.0,0.01
0.6,200.0,60.0,0.01
0.6,200.0,65.0,0.01
0.6,200.0,70.0,0.01
0.6,200.0,75.0,0.01
0.6,200.0,80.0,0.01
0.6,250.0,0.001,1.11
0.6,250.0,5.0,0.99
0.6,250.0,10.0,0.88
0.6,250.0,15.0,0.77
0.6,250.0,20.0,0.65
0.6,250.0,25.0,0.54
0.6,250.0,30.0,0.42
0.6,250.0,35.0,0.31
0.6,250.0,40.0,0.2
0.6,250.0,45.0,0.08
0.6,250.0,50.0,0.01
0.6,250.0,55.0,0.01
0.6,250.0,60.0,0.01
0.6,250.0,65.0,0.01
0.6,250.0,70.0,0.01
0.6,250.0,75.0,0.01
0.6,250.0,80.0,0.01
0.6,300.0,0.001,1.15
0.6,300.0,5.0,1.04
0.6,300.0,10.0,0.93
0.6,300.0,15.0,0.81
0.6,300.0,20.0,0.7
0.6,300.0,25.0,0.58
0.6,300.0,30.0,0.47
0.6,300.0,35.0,0.36
0.6,300.0,40.0,0.24
0.6,300.0,45.0,0.13
0.6,300.0,50.0,0.02
0.6,300.0,55.0,0.01
0.6,300.0,60.0,0.01
0.6,300.0,65.0,0.01
0.6,300.0,70.0,0.01
0.6,300.0,75.0,0.01
0.6,300.0,80.0,0.01
0.6,350.0,0.001,1.19
0.6,350.0,5.0,1.08
0.6,350.0,10.0,0.96
0.6,350.0,15.0,0.85
0.6,350.0,20.0,0.74
0.6,350.0,25.0,0.62
0.6,350.0,30.0,0.51
0.6,350.0,35.0,0.4
0.6,350.0,40.0,0.29
0.6,350.0,45.0,0.17
0.6,350.0,50.0,0.06
0.6,350.0,55.0,0.01
0.6,350.0,60.0,0.01
0.6,350.0,65.0,0.01
0.6,350.0,70.0,0.01
0.6,350.0,75.0,0.01
0.6,350.0,80.0,0.01
0.6,400.0,0.001,1.22
0.6,400.0,5.0,1.11
0.6,400.0,10.0,1.0
0.6,400.0,15.0,0.89
0.6,400.0,20.0,0.77
0.6,400.0,25.0,0.66
0.6,400.0,30.0,0.55
0.6,400.0,35.0,0.43
0.6,400.0,40.0,0.32
0.6,400.0,45.0,0.21
0.6,400.0,50.0,0.1
0.6,400.0,55.0,0.01
0.6,400.0,60.0,0.01
0.6,400.0,65.0,0.01
0.6,400.0,70.0,0.01
0.6,400.0,75.0,0.01
0.6,400.0,80.0,0.01
0.6,450.0,0.001,1.25
0.6,450.0,5.0,1.14
0.6,450.0,10.0,1.03
0.6,450.0,15.0,0.91
0.6,450.0,20.0,0.8
0.6,450.0,25.0,0.69
0.6,450.0,30.0,0.58
0.6,450.0,35.0,0.47
0.6,450.0,40.0,0.35
0.6,450.0,45.0,0.24
0.6,450.0,50.0,0.13
0.6,450.0,55.0,0.02
0.6,450.0,60.0,0.01
0.6,450.0,65.0,0.01
0.6,450.0,70.0,0.01
0.6,450.0,75.0,0.01
0.6,450.0,80.0,0.01
0.6,500.0,0.001,1.28
0.6,500.0,5.0,1.17
0.6,500.0,10.0,1.05
0.6,500.0,15.0,0.94
0.6,500.0,20.0,0.83
0.6,500.0,25.0,0.72
0.6,500.0,30.0,0.61
0.6,500.0,35.0,0.49
0.6,500.0,40.0,0.38
0.6,500.0,45.0,0.27
0.6,500.0,50.0,0.16
0.6,500.0,55.0,0.05
0.6,500.0,60.0,0.01
0.6,500.0,65.0,0.01
0.6,500.0,70.0,0.01
0.6,500.0,75.0,0.01
0.6,500.0,80.0,0.01
0.6,550.0,0.001,1.3
0.6,550.0,5.0,1.19
0.6,550.0,10.0,1.08
0.6,550.0,15.0,0.97
0.6,550.0,20.0,0.85
0.6,550.0,25.0,0.74
0.6,550.0,30.0,0.63
0.6,550.0,35.0,0.52
0.6,550.0,40.0,0.41
0.6,550.0,45.0,0.3
0.6,550.0,50.0,0.18
0.6,550.0,55.0,0.07
0.6,550.0,60.0,0.01
0.6,550.0,65.0,0.01
0.6,550.0,70.0,0.01
0.6,550.0,75.0,0.01
0.6,550.0,80.0,0.01
0.6,600.0,0.001,1.32
0.6,600.0,5.0,1.21
0.6,600.0,10.0,1.1
0.6,600.0,15.0,0.99
0.6,600.0,20.0,0.88
0.6,600.0,25.0,0.76
0.6,600.0,30.0,0.65
0.6,600.0,35.0,0.54
0.6,600.0,40.0,0.43
0.6,600.0,45.0,0.32
0.6,600.0,50.0,0.21
0.6,600.0,55.0,0.1
0.6,600.0,60.0,0.01
0.6,600.0,65.0,0.01
0.6,600.0,70.0,0.01
0.6,600.0,75.0,0.01
0.6,600.0,80.0,0.01
0.6,650.0,0.001,1.34
0.6,650.0,5.0,1.23
0.6,650.0,10.0,1.12
0.6,650.0,15.0,1.01
0.6,650.0,20.0,0.9
0.6,650.0,25.0,0.79
0.6,650.0,30.0,0.67
0.6,650.0,35.0,0.56
0.6,650.0,40.0,0.45
0.6,650.0,45.0,0.34
0.6,650.0,50.0,0.23
0.6,650.0,55.0,0.12
0.6,650.0,60.0,0.01
0.6,650.0,65.0,0.01
0.6,650.0,70.0,0.01
0.6,650.0,75.0,0.01
0.6,650.0,80.0,0.01
0.6,700.0,0.001,1.36
0.6,700.0,5.0,1.25
0.6,700.0,10.0,1.14
0.6,700.0,15.0,1.03
0.6,700.0,20.0,0.92
0.6,700.0,25.0,0.8
0.6,700.0,30.0,0.69
0.6,700.0,35.0,0.58
0.6,700.0,40.0,0.47
0.6,700.0,45.0,0.36
0.6,700.0,50.0,0.25
0.6,700.0,55.0,0.14
0.6,700.0,60.0,0.03
0.6,700.0,65.0,0.01
0.6,700.0,70.0,0.01
0.6,700.0,75.0,0.01
0.6,700.0,80.0,0.01
0.6,750.0,0.001,1.38
0.6,750.0,5.0,1.27
0.6,750.0,10.0,1.15
0.6,750.0,15.0,1.04
0.6,750.0,20.0,0.93
0.6,750.0,25.0,0.82
0.6,750.0,30.0,0.71
0.6,750.0,35.0,0.6
0.6,750.0,40.0,0.49
0.6,750.0,45.0,0.38
0.6,750.0,50.0,0.27
0.6,750.0,55.0,0.16
0.6,750.0,60.0,0.05
0.6,750.0,65.0,0.01
0.6,750.0,70.0,0.01
